Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Canada,CAN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0,0,4.52,4.5,4.39,3.9,3.26,2.88,2.58,2.47,2.35,2.72,2.38,2.48,2.19,1.9,2.26,2.18,2.23,2.52,2.17,2.02,1.87,2.1,1.93,1.74,1.76,1.91,1.79,1.69,1.6,1.42,1.47,1.47,1.53,1.73,1.47,1.45,1.4,1.32,1.36,1.34,1.37,1.36,1.33,1.24,1.12,1.08,1.01,0.99,1.03,1.02,0.99,0.96,0.98,0.96,0.92,0.85,0.84,0.82,0.79
Canada,CAN,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,5.01,5.01,5.01,5.01,5.01,5.01,5.02,5.02,5.02,5.02,5.02,6.14,6.11,6.09,6.09,6.1,6.04,6.02,6.02,4.91,4.91,4.93,4.93,4.93,4.93
Canada,CAN,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398000000,2561000000,2671000000,2535000000,2500000000,2687000000,2673000000,2535000000,2972000000,3743000000,4719000000,5452000000,6458000000,6618000000,6035000000,7248000000,7848000000,0,0,0,0,0,0,0,0,0
Canada,CAN,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.44,1.49,1.53,1.57,1.6,1.63,1.69,1.74,1.78,1.82,1.85,1.92,1.97,2,2.03,2.05,2.12,2.17,2.23,2.27,2.32,2.4,2.47,2.53,2.59,2.65,2.73,2.8,2.86,2.92,2.99,3.1,3.2,3.3,3.38,3.45,3.54,3.61,3.68,3.75,3.84,3.97,4.1,4.23,4.34,4.44,4.56,4.65,4.73,4.81,4.89,4.95,4.99,5.03,5.06,5.08,5.12,5.15,5.17,5.21,5.26
Canada,CAN,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.82,3.85,3.88,3.91,3.95,4,4.08,4.17,4.27,4.35,4.41,4.44,4.43,4.41,4.4,4.43,4.52,4.64,4.78,4.89,4.94,4.95,4.92,4.87,4.81,4.76,4.69,4.62,4.56,4.51,4.46,4.41,4.38,4.36,4.37,4.43,4.49,4.59,4.72,4.88,5.07,5.3,5.55,5.81,6.04,6.23,6.38,6.48,6.56,6.64,6.73,6.81,6.91,7.01,7.12,7.21,7.29,7.35,7.38,7.36,7.25
Canada,CAN,"Population ages 15-64, total",SP.POP.1564.TO,10490026,10678740,10876698,11098133,11343324,11601322,11902552,12229366,12558278,12868071,13188336,13751091,14064891,14384265,14738853,15117480,15433488,15747082,16039873,16319094,16625666,16901551,17153103,17352170,17530189,17692326,17857984,18077329,18289943,18593201,18845226,19046018,19237433,19421124,19620741,19828337,20036157,20263132,20478949,20700879,20949562,21246215,21539898,21792346,22053241,22314773,22581706,22834087,23098879,23357170,23585034,23739986,23917884,24077745,24209116,24261870,24426969,24590405,24795767,25001932,25129210
Canada,CAN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2953003,3023203,3080492,3129256,3170506,3200365,3218460,3219140,3202222,3171283,3139170,3140087,3091852,3048077,3004466,2955131,2916623,2863746,2802920,2749674,2717415,2697296,2687284,2681763,2680071,2679893,2688898,2707166,2726373,2761950,2792332,2821962,2852739,2879901,2900483,2910038,2924085,2922391,2905748,2885379,2868950,2850645,2836797,2819242,2800150,2778665,2762216,2745496,2734671,2729634,2728066,2743025,2753268,2761116,2772134,2782466,2799901,2830418,2871860,2908747,2927265
Canada,CAN,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,24.2,23.5,22.8,21.9,21,20.2,19.4,18.7,17.9,17,16.2,15.4,14.7,13.9,13.2,12.5,11.8,11.1,10.4,9.7,9.1,8.6,8.1,7.7,7.4,7.1,6.8,6.6,6.4,6.2,6,5.9,5.7,5.5,5.3,5.2,5.1,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4
Canada,CAN,Refugee population by country or territory of asylum,SM.POP.REFG,48629,44492,12282,10946,10178,9980,10225,9991,17950,19275,18518,17196,20933,13358,11410,16349,27387,29537,31295,57913,92679,96415,107591,120947,112966,92194,98743,104843,116434,135752,154761,170916,183723,183241,186555,152110,138427,125176,119355,123303,126991,129227,129935,133088,141402,147164,151832,175728,173642,169424,165544,164879,163751,160347,149164,135890,97322,104768,114101,101757,109264
Canada,CAN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81,9.51,10.13,11.13,9.77,9.31,9.47,9.04,8.35,7.56,6.96,6.97,7.47,7.3,6.99,6.66,6.22,5.94,6.14,7.97,8.09,7.81,7.74,7.89,7.64,7.71,7.28,6.94,6.62,6.7,12.91
Canada,CAN,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,25.68,22.62,21.57,24.67,28.5,27.68,26.8,26.27,25.74,25.95,28.2,24.84,21.37,23.38,26.74,30.33,28.47,26.37,27.41,25.97,25.45,27.03,25.99,24.38,27.88,28.41,31.8,29.8,28.83,30.36,28.89,30.23,33.65,31.72,31.39,29.8,31.28,33.97,31.54,31.33,32.45,29.84,33.69,34.67
Canada,CAN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.46,81.2,80.35,80.19,79.42,79.24,78.82,78.48,78.79,78.55,78.56,78.45,78.6,78.99,78.61,78.19,77.81,77.73,77.64,77.71,77.17,76.69,76.46,76.26,75.75,75.75,75.35,75.05,74.65,74.67,72.78
Canada,CAN,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.05,10.58,11.19,11.43,11.61,12.21,13.21,13.32,12.9,12.33,11.18,11.5,11.4,11.28,11.48,11.39,11.43,11.4,11.87,11.54,11.48,11.47,11.78,11.69,11.93,11.74,11.86,12.12,11.95,0
Canada,CAN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0
Canada,CAN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15,27.2,27.56,26.86,26.94,26.96,30.56,30.41,30.25,29.82,30.09,29.78,29.56,29.28,29.44,29.37,30.35,30.2,29.83,29.83,0
Canada,CAN,UHC service coverage index,SH.UHC.SRVS.CV.XD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,81,0,0,0,0,84,0,0,0,0,89,0,89,0,89,0
Canada,CAN,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,77.63,77.63,78.09,78.54,78.94,79.34,79.73,80.13,80.52,80.91,81.31,81.7,82.09,82.48,82.87,83.26,83.65,84.04,84.43,84.43
Canada,CAN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Canada,CAN,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.27,0,35.29,43.87,0,0,0,0
Canada,CAN,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,73,0,74,0,0
Canada,CAN,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,28.6,27.7,26.8,25.8,24.8,23.9,23,22.1,21.2,20.2,19.3,18.4,17.5,16.7,15.8,15,14.2,13.4,12.5,11.8,11.1,10.4,9.9,9.4,9,8.7,8.3,8.1,7.8,7.6,7.3,7.1,6.9,6.6,6.4,6.2,6,5.9,5.8,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.3,5.3,5.2,5.1,5.1,5,5,4.9,4.8,4.7,4.7,4.6
Canada,CAN,Number of deaths ages 10-14 years,SH.DTH.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,408,400,391,383,373,364,354,344,333,323,315,308,302,295,287,277,266,255,244,234,228,222,216,211,207,206,206,207,207,205
Canada,CAN,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.44,0,0,0,0,0,0,0,92.47,0,90.54,88.37,87.65,85.2,0,90.97,91.4,91.27,92.8,89.65,90,0,0
Canada,CAN,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0
Canada,CAN,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.95,0,0,0,0,0,0,17.96,17.79,15.15,14.87,14.63,14.34,14.35,14.21,13.97,14.05,17.82,18.07,18.52,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,0,0,0,0,0,0,0,0,0,0,79.27,0,0,0,0,0,79.49,0,0,0,0,83.8,0,0,0,0,93.86,0,0,0,0,95.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,1,1,1.01,1.01,1.01,1.01,1.01,1.01,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0,1,1.01,1.01,0,0,0,0,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1,1.01,1.01,1.01,1.01,1.01,1,1,0
Canada,CAN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,0,0,0,0,0,0,0,0,0,0,7215363000,7920515000,9147272000,10506764000,12390971000,10559650000,13116863000,14291770000,14854855000,15584894000,15149359000,22765000000,23324000000,23245000000,25396000000,28621000000,34240000000,38639000000,44935000000,51090000000,49858000000,51313000000,53369000000,55380000000,57313000000,60348000000,61353000000,66395000000,69745000000,74194000000,78615000000,78894000000,88613000000,89286000000,93991000000,97708000000,1.01E+11,1.05E+11,1.02E+11,1.02E+11,1.07E+11,1.12E+11,1.17E+11,1.2E+11,1.27E+11,1.34E+11,1.39E+11,1.49E+11,1.52E+11,1.53E+11,1.35E+11
Canada,CAN,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93E+11,8.73E+11,8.76E+11,8.97E+11,9.34E+11,9.69E+11,9.92E+11,1.03E+12,1.05E+12,1.11E+12,1.2E+12,1.22E+12,1.24E+12,1.29E+12,1.35E+12,1.41E+12,1.46E+12,1.51E+12,1.54E+12,1.45E+12,1.51E+12,1.58E+12,1.6E+12,1.65E+12,1.68E+12,1.66E+12,1.67E+12,1.74E+12,1.78E+12,1.82E+12,1.71E+12
Canada,CAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25258.86,26319.67,27841.35,29362.08,30230.8,30963.05,32349.94,33925.71,36327.23,38119.41,39575.31,40376.31,38865.41,40099.45,41666.71,42290.97,44298.58,45753.75,44670.08,46472.34,48317.1,49992.64,49309.5,46611.31
Canada,CAN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0,0,0,0,0,0,0,0,0,0,0.21,0.2,0.2,0.31,0.25,0.25,0.23,0.26,0.3,0.34,0.28,0.21,0.19,0.18,0.19,0.18,0.21,0.22,0.21,0.2,0.19,0.16,0.19,0.3,0.28,0.29,0.26,0.25,0.17,0.21,0.2,0.16,0.17,0.13,0.15,0.13,0.11,0.1,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.06,0.08,0
Canada,CAN,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35552995391,26257694419,18039449424,23094720812,37640190505,48580023746,51278840538,59403288886,45009282656,58810831058,79994945228,65498710477,65795444231,80080936444,1.07E+11,1.31E+11,1.51E+11,1.66E+11,1.57E+11,60030139541,1.07E+11,1.48E+11,1.51E+11,1.62E+11,1.68E+11,89820120955,76515548539,1.09E+11,1.04E+11,1.11E+11,0
Canada,CAN,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0,0,0,0,0,0,0,0,0,0,841746306.7,683350631.8,720274655.2,1714263615,2183591608,1020539514,1097214964,910667342.9,593423112.1,1196974917,1879263278,1143921763,839728856.3,987206656,1085854491,934684215.8,691801810.9,1190637795,4015065153,3328443002,2492974280,2078676202,1579106927,932046829.8,1276593857,1790930160,1435236457,1081803344,508629850.7,602150962.8,899567023.8,699102104.3,816300553.7,1035594311,2174515234,2300509223,5927342802,8197423172,5534963915,2112397820,4522119039,6723381412,4527355855,3288144124,3286027969,1851564272,1836731684,2379187576,1647431579,705505934.5,0
Canada,CAN,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,0,0,0,9.32,9.19,8.75,8.52,8.38,8.46,8.39,8.41,8.41,8.41,8.03,7.59,7.58,7.69,7.26,7.28,7.32,7.15,7.02,6.65,6.92,6.39,6.18,6.34,6.03,5.55,5.65,5.07,5,4.74,4.56,4.21,3.87,3.94,3.98,4,3.43,3.66,3.77,3.54,3.5,2.95,2.51,2.3,2.04,1.71,1.7,1.51,1.44,1.35,1.23,1.27,1.26,1.27,1.26,1.28,1.28,0
Canada,CAN,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E+11,1.53E+11,1.72E+11,1.88E+11,1.84E+11,1.88E+11,1.84E+11,1.91E+11,1.9E+11,1.88E+11,1.88E+11,1.76E+11,1.58E+11,1.67E+11,1.77E+11,1.83E+11,1.82E+11,1.88E+11,1.99E+11,2.01E+11,2.07E+11,2.21E+11,0,0
Canada,CAN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,0,-264543212,-155319173.9,240146568.5,479321479.9,-169761486.3,-112316059.3,496890700.6,661732320.4,-156950158.7,1937027467,1299267182,656631983,1435856414,-156441717.8,-3376917027,-1865111562,-752233192.3,476900149,1021854192,4663017448,2048544499,11860257761,10738396624,12115666744,8246063713,3449442245,4939668175,3769399529,147804054.1,918752142.6,-3165750196,-2019525110,199209363.6,6794815466,18993004955,24825815915,12636862632,12535220762,24472639160,42102888694,42385717975,33546804308,34853329527,45822444274,46388017825,36316114245,31956987245,27432052484,-19832035692,-30298625514,-20478981976,-34546946169,-28939829822,-16351253124,-38367633198,-36038362646,-36155870206,-32563034868,-27790310864,-33823889658
Canada,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,0,22.42,21.77,21.59,22.94,24.28,25.23,24.18,22.6,22.53,21.94,22.81,22.51,22.99,23.71,24.43,24.06,23.54,23.19,23.54,24.06,25.1,22.65,21.1,20.24,20.79,21.12,21.95,22.72,23.05,21.78,20.34,19.45,18.72,19.45,18.41,18.87,20.3,20.55,20.19,19.6,20.15,19.97,20.01,20.87,21.84,22.89,23.34,23.47,22.31,23.46,23.51,24.49,24.19,24.39,23.85,22.77,22.7,22.51,22.28,23.26
Canada,CAN,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,0,0,0,0,0,0,0,0,0,0,4.35E+11,4.59E+11,4.86E+11,5.22E+11,5.55E+11,5.75E+11,6.02E+11,6.17E+11,6.3E+11,6.56E+11,6.62E+11,6.8E+11,6.41E+11,6.62E+11,6.94E+11,7.32E+11,7.52E+11,7.84E+11,8.25E+11,8.55E+11,8.53E+11,8.39E+11,8.43E+11,8.57E+11,8.83E+11,8.98E+11,9.1E+11,9.64E+11,9.87E+11,1.02E+12,1.07E+12,1.09E+12,1.12E+12,1.17E+12,1.22E+12,1.28E+12,1.34E+12,1.39E+12,1.42E+12,1.38E+12,1.46E+12,1.51E+12,1.54E+12,1.57E+12,1.6E+12,1.6E+12,1.6E+12,1.67E+12,1.71E+12,1.73E+12,1.63E+12
Canada,CAN,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,60,60,60,60,60,80,100,100,100,100,0
Canada,CAN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Patent applications, residents",IP.PAT.RESD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,2164,2000,2017,2026,2092,2161,2527,2772,3031,2549,2182,2807,3623,2480,2431,2583,3344,3809,4061,4187,3963,3959,3929,5231,5183,5522,4998,5061,5067,4550,4754,4709,4567,4198,4277,4078,4053,4349,4238,0
Canada,CAN,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,25.1,25.4,24.8,23.2,3.2,1.9,2.3,3,3.9,3.9,3.9,3.8,3.9,8,0
Canada,CAN,Procedures to register property (number),IC.PRP.PROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
Canada,CAN,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Power outages in firms in a typical month (number),IC.ELC.OUTG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0.8,0.8,0,0.8
Canada,CAN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,10.44,10.34,9.93,9.89,9.58,9.23,9.3,9.19,9.24,10.37,9.8,10.82,10.87,10.91,10.7,11.15,11.12,11.3,11.83,11.21,11.82,11.53,11.99,11.59,10.73,10.42,10.85,10.86,10.52,0
Canada,CAN,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
